<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.26	369.27	374.12	367.89	371.49	17676	0	0
2021.07.27	370.81	372.83	364.28	366.58	20550	0	0
2021.07.28	373.22	376.87	366.66	373.71	24190	0	0
2021.07.29	360.72	365.04	356.36	358.37	23186	0	0
2021.07.30	352.42	360.35	352.42	355.57	17053	0	0
2021.08.02	358.33	358.89	350.42	350.78	14839	0	0
2021.08.03	352.40	353.33	347.37	350.82	16320	0	0
2021.08.04	351.63	360.21	351.08	359.33	15999	0	0
2021.08.05	358.78	363.66	356.55	362.86	12820	0	0
2021.08.06	361.76	364.80	361.17	363.04	12904	0	0
2021.08.09	363.32	365.54	360.58	360.65	11508	0	0
2021.08.10	361.63	363.87	358.80	360.34	13262	0	0
2021.08.11	360.94	361.67	357.57	359.59	13625	0	0
2021.08.12	358.77	362.78	356.84	362.59	11530	0	0
2021.08.13	362.24	364.42	361.27	362.66	9978	0	0
2021.08.16	362.51	366.73	357.15	366.33	15753	0	0
2021.08.17	362.44	364.43	354.82	358.10	17382	0	0
2021.08.18	355.94	359.65	355.29	355.43	14644	0	0
2021.08.19	351.46	357.31	351.17	354.70	20356	0	0
2021.08.20	353.00	359.38	353.00	359.09	13135	0	0
2021.08.23	358.81	365.49	358.74	363.01	12834	0	0
2021.08.24	363.15	367.70	361.50	365.08	13876	0	0
2021.08.25	365.08	370.60	365.08	368.22	13290	0	0
2021.08.26	367.46	369.08	363.85	363.98	14915	0	0
2021.08.27	364.30	373.43	363.79	372.39	13206	0	0
2021.08.30	372.18	381.29	370.36	380.43	13093	0	0
2021.08.31	379.23	382.38	378.49	378.83	15103	0	0
2021.09.01	380.19	384.08	378.66	381.75	15062	0	0
2021.09.02	379.61	380.97	373.83	374.85	16406	0	0
2021.09.03	374.30	376.88	372.90	375.68	12814	0	0
2021.09.07	375.07	382.74	372.91	381.98	15972	0	0
2021.09.08	379.19	380.64	374.61	377.32	17194	0	0
2021.09.09	377.56	379.59	376.30	377.62	15056	0	0
2021.09.10	381.97	383.50	378.06	378.06	17938	0	0
2021.09.13	380.79	381.20	374.09	375.96	18314	0	0
2021.09.14	377.09	378.29	374.89	375.38	15497	0	0
2021.09.15	376.28	377.25	367.45	373.52	16103	0	0
2021.09.16	372.84	373.32	369.50	371.79	13676	0	0
2021.09.17	370.96	371.06	361.34	365.38	16414	0	0
2021.09.20	358.78	360.79	349.66	354.73	20262	0	0
2021.09.21	357.76	359.82	355.17	357.93	19561	0	0
2021.09.22	347.49	349.53	340.48	342.90	25593	0	0
2021.09.23	345.45	349.44	342.77	345.60	16363	0	0
2021.09.24	342.45	354.11	342.16	352.97	16784	0	0
2021.09.27	349.25	354.93	346.88	353.00	16954	0	0
2021.09.28	346.82	349.33	338.71	340.44	22725	0	0
2021.09.29	343.00	344.92	338.87	339.17	19272	0	0
2021.09.30	340.00	342.56	337.90	339.62	19755	0	0
2021.10.01	341.71	344.80	338.41	343.11	18493	0	0
2021.10.04	335.06	335.63	322.49	324.67	29259	0	0
2021.10.05	328.30	334.93	325.99	333.06	23560	0	0
2021.10.06	329.11	334.17	325.63	333.19	24006	0	0
2021.10.07	337.40	338.60	329.37	329.49	15539	0	0
2021.10.08	331.07	333.18	328.52	329.65	15208	0	0
2021.10.11	326.84	330.23	325.45	325.69	14802	0	0
2021.10.12	322.31	324.13	317.20	323.74	19502	0	0
2021.10.13	326.07	326.76	322.47	323.95	15353	0	0
2021.10.14	328.36	329.76	326.91	328.16	10732	0	0
2021.10.15	328.54	328.74	322.31	324.38	11878	0	0
2021.10.18	328.94	335.68	327.33	335.25	16410	0	0
2021.10.19	339.90	342.18	337.09	339.61	15036	0	0
2021.10.20	342.73	343.02	339.34	340.33	11930	0	0
2021.10.21	340.03	342.11	337.59	341.59	11628	0	0
2021.10.22	324.83	329.28	320.93	323.71	20335	0	0
2021.10.25	320.75	329.34	319.52	329.10	17516	0	0
2021.10.26	329.69	329.89	309.41	315.06	31652	0	0
2021.10.27	313.12	319.00	311.95	312.51	17317	0	0
2021.10.28	312.40	325.15	307.95	317.12	23779	0	0
2021.10.29	320.32	325.66	319.39	323.06	16119	0	0
2021.11.01	326.25	333.24	325.89	329.63	17396	0	0
2021.11.02	331.04	334.55	323.62	328.04	17971	0	0
2021.11.03	327.80	331.79	323.01	331.76	18073	0	0
2021.11.04	333.92	337.04	332.46	335.30	15747	0	0
2021.11.05	340.32	346.52	339.45	340.50	16986	0	0
2021.11.08	343.21	343.71	338.49	338.88	13797	0	0
2021.11.09	340.22	341.03	334.40	334.84	16675	0	0
2021.11.10	331.81	332.92	325.31	327.26	17256	0	0
2021.11.11	330.23	332.19	326.81	326.96	13150	0	0
2021.11.12	330.65	341.59	329.87	339.83	17090	0	0
2021.11.15	344.12	353.40	343.01	346.96	20505	0	0
2021.11.16	342.87	346.40	340.61	343.60	16649	0	0
2021.11.17	344.01	346.93	339.98	340.60	15450	0	0
2021.11.18	339.12	342.25	335.88	338.23	18509	0	0
2021.11.19	341.65	351.88	339.72	345.42	19900	0	0
2021.11.22	348.06	353.59	340.34	341.03	26153	0	0
2021.11.23	338.55	341.15	333.28	336.81	24556	0	0
2021.11.24	335.53	341.51	332.65	340.98	18565	0	0
2021.11.26	335.13	337.47	331.71	332.95	14156	0	0
2021.11.29	336.70	340.47	335.17	338.16	19793	0	0
2021.11.30	334.71	335.55	323.39	323.42	24461	0	0
2021.12.01	328.34	329.42	310.88	311.97	27623	0	0
2021.12.02	310.91	314.33	307.00	309.65	24475	0	0
2021.12.03	311.59	313.25	299.27	305.31	30195	0	0
2021.12.06	308.47	319.88	306.11	318.40	24924	0	0
2021.12.07	322.20	326.29	320.80	321.82	19641	0	0
2021.12.08	323.42	332.51	322.86	330.39	19364	0	0
2021.12.09	329.14	335.86	327.81	330.23	21234	0	0
2021.12.10	331.54	334.80	326.18	329.57	21228	0	0
2021.12.13	330.31	340.87	329.32	334.81	25796	0	0
2021.12.14	329.52	335.43	327.41	333.05	25978	0	0
2021.12.15	331.03	341.76	325.38	341.41	28040	0	0
2021.12.16	339.68	344.19	333.56	334.33	29695	0	0
2021.12.17	332.39	336.82	330.43	335.77	29198	0	0
2021.12.20	328.76	328.94	322.31	324.98	24656	0	0
2021.12.21	327.62	335.79	323.48	333.97	18670	0	0
2021.12.22	332.13	334.25	328.11	329.70	16894	0	0
2021.12.23	329.11	336.44	328.11	335.64	15838	0	0
2021.12.27	339.55	347.62	339.48	345.65	17866	0	0
2021.12.28	346.63	352.44	344.91	345.64	19237	0	0
2021.12.29	347.64	349.23	341.45	343.12	16522	0	0
2021.12.30	344.15	347.02	342.99	344.13	13385	0	0
2021.12.31	342.01	343.17	336.46	336.53	13914	0	0
2022.01.03	338.10	340.82	336.92	338.88	19062	0	0
2022.01.04	338.96	342.84	331.64	336.89	20695	0	0
2022.01.05	333.99	335.51	324.65	324.79	26874	0	0
2022.01.06	324.04	338.91	322.99	332.08	32457	0	0
2022.01.07	332.80	336.72	328.64	332.06	23062	0	0
2022.01.10	324.32	328.11	315.21	327.35	28924	0	0
2022.01.11	327.07	334.38	325.06	333.64	27118	0	0
2022.01.12	334.14	336.05	329.81	332.86	21059	0	0
2022.01.13	334.20	335.34	325.57	325.72	22188	0	0
2022.01.14	323.49	332.41	323.40	331.24	26811	0	0
2022.01.18	323.19	323.81	317.47	317.47	24463	0	0
2022.01.19	321.06	326.77	319.11	320.13	26389	0	0
2022.01.20	322.48	327.59	315.76	315.96	23365	0	0
2022.01.21	314.14	318.04	302.95	303.20	33946	0	0
2022.01.24	296.13	308.41	288.81	307.26	51769	0	0
2022.01.25	300.10	305.93	297.22	299.84	42309	0	0
2022.01.26	306.89	307.23	290.56	294.15	38712	0	0
2022.01.27	295.60	301.49	294.05	294.83	34359	0	0
2022.01.28	296.18	301.14	292.81	300.33	31082	0	0
2022.01.31	300.80	313.13	299.01	313.04	23581	0	0
2022.02.01	313.73	319.42	311.93	318.96	25370	0	0
2022.02.02	325.26	326.51	316.64	322.93	30553	0	0
2022.02.03	243.30	247.77	235.55	237.17	37648	0	0
2022.02.04	235.87	242.38	229.91	237.99	30293	0	0
2022.02.07	236.85	237.91	223.86	224.12	24885	0	0
2022.02.08	219.80	225.55	215.95	220.47	26356	0	0
2022.02.09	223.20	233.15	222.01	231.40	23643	0	0
2022.02.10	226.73	234.56	226.42	227.17	23116	0	0
2022.02.11	228.54	230.18	218.55	219.61	22924	0	0
2022.02.14	219.44	220.76	214.56	217.71	21542	0	0
2022.02.15	219.94	220.86	214.85	220.59	17897	0	0
2022.02.16	212.46	217.20	212.31	216.58	19941	0	0
2022.02.17	214.24	217.27	206.95	207.38	15783	0	0
2022.02.18	208.64	210.51	204.98	205.73	19524	0	0
2022.02.22	201.54	207.27	199.87	201.26	22940	0	0
2022.02.23	204.00	206.72	197.86	198.17	20804	0	0
2022.02.24	190.90	208.13	190.65	207.71	26102	0	0
2022.02.25	204.00	211.10	202.94	210.19	21964	0	0
2022.02.28	208.06	212.94	206.59	210.29	20673	0	0
2022.03.01	209.81	211.54	201.97	202.92	21246	0	0
2022.03.02	203.81	208.91	201.81	208.63	19529	0	0
2022.03.03	208.68	208.82	201.25	202.26	18822	0	0
2022.03.04	203.25	205.58	198.58	199.94	19368	0	0
2022.03.07	199.93	200.29	187.13	187.19	19774	0	0
2022.03.08	188.35	196.45	185.92	190.52	25861	0	0
2022.03.09	195.35	198.87	193.73	198.19	19397	0	0
2022.03.10	194.40	196.04	190.87	195.74	18693	0	0
2022.03.11	192.40	193.31	186.45	187.39	17312	0	0
2022.03.14	187.00	192.05	185.61	186.34	19824	0	0
2022.03.15	189.62	192.02	185.67	191.72	18493	0	0
2022.03.16	195.73	202.39	194.72	202.39	20504	0	0
2022.03.17	201.18	207.83	200.92	207.07	16853	0	0
2022.03.18	206.78	215.74	206.40	215.07	16101	0	0
2022.03.21	213.17	214.02	207.43	210.66	21208	0	0
2022.03.22	209.97	219.22	209.93	216.19	17788	0	0
2022.03.23	214.60	216.58	211.96	213.33	18547	0	0
2022.03.24	215.54	220.41	214.83	219.59	18854	0	0
2022.03.25	218.82	225.23	218.72	220.75	17960	0	0
2022.03.28	223.71	223.81	219.31	223.14	17815	0	0
2022.03.29	225.59	230.68	225.13	229.11	17182	0	0
2022.03.30	228.14	230.94	226.51	226.60	17915	0	0
2022.03.31	227.90	228.22	223.07	223.15	15522	0	0
2022.04.01	224.64	227.05	222.44	224.23	17223	0	0
2022.04.04	226.72	234.14	226.35	233.58	16916	0	0
2022.04.05	235.43	236.65	230.81	231.39	19278	0	0
2022.04.06	227.72	228.70	221.18	223.15	22654	0	0
2022.04.07	223.49	225.28	218.33	223.07	20429	0	0
2022.04.08	221.47	224.92	219.81	222.05	18282	0	0
2022.04.11	218.49	220.36	214.99	215.75	19086	0	0
2022.04.12	218.77	221.80	212.94	214.06	20422	0	0
2022.04.13	211.81	216.33	211.09	214.97	17529	0	0
2022.04.14	213.55	214.66	209.88	210.02	16578	0	0
2022.04.18	210.11	213.15	208.06	209.55	16677	0	0
2022.04.19	210.01	218.21	208.81	216.90	15342	0	0
2022.04.20	212.52	213.89	198.70	199.96	21277	0	0
2022.04.21	200.43	202.74	185.42	188.26	22281	0	0
2022.04.22	189.99	192.47	183.07	183.99	18774	0	0
2022.04.25	182.59	186.94	181.42	186.62	22741	0	0
2022.04.26	185.59	186.96	179.26	181.21	19146	0	0
2022.04.27	175.20	180.93	168.81	174.91	30789	0	0
2022.04.28	205.28	208.28	192.69	205.62	38151	0	0
2022.04.29	204.77	212.21	199.86	199.92	26178	0	0
2022.05.02	201.12	211.02	200.65	210.75	32032	0	0
2022.05.03	209.12	214.69	207.87	211.81	28790	0	0
2022.05.04	209.98	224.09	206.76	223.32	27995	0	0
2022.05.05	217.44	219.89	205.94	207.41	30519	0	0
2022.05.06	206.58	209.12	200.83	203.71	32016	0	0
2022.05.09	199.22	202.25	195.35	195.52	25676	0	0
2022.05.10	199.78	202.74	193.97	197.68	30398	0	0
2022.05.11	196.21	200.28	188.14	188.55	28581	0	0
2022.05.12	186.58	197.78	184.54	190.38	33095	0	0
2022.05.13	192.07	199.64	191.05	197.70	21791	0	0
2022.05.16	196.14	205.07	195.89	199.53	26098	0	0
2022.05.17	202.19	205.24	198.11	201.92	21790	0	0
2022.05.18	199.63	200.76	191.39	191.60	20785	0	0
2022.05.19	189.60	195.05	189.38	190.75	26474	0	0
2022.05.20	194.84	197.65	187.73	192.86	23987	0	0
2022.05.23	193.60	196.78	191.02	195.58	20754	0	0
2022.05.24	180.89	183.37	175.91	180.67	24178	0	0
2022.05.25	180.86	185.20	178.99	182.91	20416	0	0
2022.05.26	182.74	192.63	182.02	191.62	16125	0	0
2022.05.27	190.23	195.14	189.58	194.60	14940	0	0
2022.05.31	194.59	197.40	191.81	194.10	18999	0	0
2022.06.01	196.40	199.29	184.81	188.16	23156	0	0
2022.06.02	187.92	200.70	187.44	198.51	20442	0	0
2022.06.03	195.11	196.36	189.56	190.41	16744	0	0
2022.06.06	193.98	196.69	188.19	194.64	20275	0	0
2022.06.07	191.74	196.30	191.31	195.57	15075	0	0
2022.06.08	194.84	201.81	194.81	196.41	17372	0	0
2022.06.09	196.21	199.16	184.12	185.31	25153	0	0
2022.06.10	180.55	182.44	174.81	175.92	27827	0	0
2022.06.13	170.31	172.40	163.85	164.38	26477	0	31
2022.06.14	166.13	166.58	161.20	163.45	20392	0	31
2022.06.15	168.16	171.93	163.79	168.98	22778	0	31
2022.06.16	164.16	164.78	159.45	160.11	22997	0	31
2022.06.17	162.29	165.73	159.77	163.91	22397	0	31
2022.06.21	166.23	167.52	155.81	156.81	25953	0	31
2022.06.22	157.90	160.61	155.38	156.27	21811	0	31
2022.06.23	155.47	159.57	154.08	158.61	30727	0	30
2022.06.24	161.62	169.35	161.13	169.21	27684	0	31
2022.06.27	171.37	171.40	167.85	168.89	27741	0	31
2022.06.28	169.47	171.12	160.46	160.92	19087	0	31
2022.06.29	163.72	166.11	160.15	163.22	18524	0	31
2022.06.30	162.22	165.04	158.32	160.10	32667	0	31
2022.07.01	160.05	160.08	154.85	159.55	19668	0	31
2022.07.05	156.97	167.79	156.86	167.60	31705	0	31
2022.07.06	168.17	171.39	165.28	169.03	27604	0	31
2022.07.07	169.67	172.53	167.60	172.03	22202	0	31
2022.07.08	169.89	172.22	168.00	170.85	17005	0	31
2022.07.11	166.50	167.20	161.73	162.22	15569	0	31
2022.07.12	163.97	165.71	161.93	163.19	25215	0	31
2022.07.13	160.54	164.79	159.41	163.72	16872	0	31
2022.07.14	162.21	162.24	157.10	157.75	18613	0	31
2022.07.15	160.00	164.81	159.65	164.02	21940	0	31
2022.07.18	165.70	171.52	165.49	166.96	20580	0	31
2022.07.19	170.61	176.33	169.33	175.42	28681	0	31
2022.07.20	177.43	183.42	176.50	182.77	17105	0	31
2022.07.21	181.13	183.68	178.64	182.72	17752	0	31
2022.07.22	172.50	175.41	168.22	168.90	21942	0	31
2022.07.25	169.44	170.36	164.63	166.29	20715	0	31
2022.07.26	164.61	164.66	157.76	158.96	14148	0	31
2022.07.27	162.77	170.68	161.85	168.73	15263	0	31
2022.07.28	161.23	161.31	154.70	159.91	25487	0	31
2022.07.29	157.79	159.95	155.00	158.72	17980	0	31
2022.08.01	157.40	165.02	155.08	159.37	22624	0	31
2022.08.02	158.95	162.07	157.86	160.22	26857	0	31
2022.08.03	162.05	169.32	161.71	168.93	20581	0	31
2022.08.04	168.45	171.96	166.64	170.48	18360	0	31
2022.08.05	166.53	171.44	165.60	166.90	18037	0	31
2022.08.08	167.24	175.96	166.96	170.31	25441	0	31
2022.08.09	168.87	169.25	166.40	168.26	21997	0	31
2022.08.10	175.62	180.27	173.78	178.08	18337	0	31
2022.08.11	179.20	182.94	176.19	177.47	21764	0	31
2022.08.12	180.10	181.20	178.72	179.83	13706	0	31
2022.08.15	179.32	181.25	178.04	180.47	17610	0	31
2022.08.16	179.47	180.82	176.87	179.44	16656	0	31
2022.08.17	176.86	177.89	173.99	174.80	16970	0	31
2022.08.18	173.91	175.60	171.68	174.34	18065	0	31
2022.08.19	171.37	172.07	166.88	167.86	16275	0	31
2022.08.22	163.69	164.61	162.08	162.82	19074	0	31
2022.08.23	162.49	164.86	160.52	160.87	19925	0	31
2022.08.24	160.02	165.28	159.58	163.29	13066	0	31
2022.08.25	164.38	168.37	163.98	168.25	21275	0	31
2022.08.26	168.41	170.69	161.50	161.58	19617	0	31
2022.08.29	160.35	162.86	159.25	159.39	16227	0	31
2022.08.30	160.36	161.46	155.74	156.65	33585	0	31
2022.08.31	166.46	167.63	161.95	162.98	34754	0	31
2022.09.01	163.05	167.19	160.17	164.79	22626	0	0
2022.09.02	167.10	167.10	159.07	160.32	32767	0	31
2022.09.06	160.04	161.49	157.48	158.36	17785	0	31
2022.09.07	157.62	160.78	156.65	160.35	17028	0	31
2022.09.08	157.91	161.85	157.59	161.66	30897	0	31
2022.09.09	163.49	169.32	163.20	169.14	19591	0	31
2022.09.12	167.30	171.21	167.14	168.33	16132	0	31
2022.09.13	160.52	160.99	152.49	153.11	23265	0	31
2022.09.14	152.67	153.29	148.90	151.20	29413	0	31
2022.09.15	149.82	153.98	148.52	149.33	18934	0	31
2022.09.16	147.64	147.88	144.14	145.90	29671	0	31
2022.09.19	145.65	148.42	145.26	147.69	13633	0	31
2022.09.20	145.92	148.67	145.05	145.86	23713	0	31
2022.09.21	145.73	149.39	142.28	142.53	17430	0	31
2022.09.22	141.54	144.37	140.71	143.07	19186	0	31
2022.09.23	141.33	142.45	138.73	140.02	28110	0	31
2022.09.26	140.38	142.07	136.60	137.16	18088	0	31
2022.09.27	138.02	139.20	133.96	134.74	31910	0	31
2022.09.28	134.37	141.86	134.12	141.73	25309	0	31
2022.09.29	139.02	139.66	135.01	136.11	19556	0	31
2022.09.30	136.55	140.81	135.68	135.77	20263	0	31
2022.10.03	137.76	139.45	135.92	138.51	18175	0	31
2022.10.04	140.95	142.23	139.15	139.96	17374	0	31
2022.10.05	137.83	140.04	134.60	138.48	26922	0	31
2022.10.06	137.31	141.27	136.42	139.07	28795	0	31
2022.10.07	136.80	138.06	132.28	133.03	21023	0	31
2022.10.10	133.63	135.93	131.71	134.21	19060	0	31
2022.10.11	132.36	132.36	126.81	128.24	25378	0	31
2022.10.12	128.07	129.43	126.09	127.62	26940	0	31
2022.10.13	123.54	130.98	122.36	130.36	32359	0	31
2022.10.14	131.23	131.61	126.69	126.84	20662	0	31
2022.10.17	130.41	134.60	130.26	134.02	17436	0	31
2022.10.18	137.25	137.66	131.22	132.49	28875	0	31
2022.10.19	132.98	136.84	132.07	132.87	19502	0	31
2022.10.20	132.90	136.59	131.15	131.52	20783	0	31
2022.10.21	126.30	129.88	125.26	129.67	34844	0	31
2022.10.24	126.03	133.23	124.41	129.28	26287	0	31
2022.10.25	131.43	138.17	131.42	137.21	24001	0	31
2022.10.26	131.00	135.38	128.37	129.69	22240	0	31
2022.10.27	98.51	102.32	96.23	98.05	27461	0	31
2022.10.28	98.77	100.68	97.35	99.14	22978	0	31
2022.10.31	98.49	99.14	92.44	93.02	29336	0	31
2022.11.01	94.28	97.32	93.41	95.20	28832	0	31
2022.11.02	94.57	95.00	90.60	90.75	24671	0	31
2022.11.03	89.24	90.29	88.25	88.79	21533	0	31
2022.11.04	90.73	91.21	87.94	90.48	27061	0	31
2022.11.07	95.70	96.72	92.94	96.33	32571	0	31
2022.11.08	96.47	97.64	94.63	96.36	32109	0	31
2022.11.09	101.46	104.71	100.73	101.28	26603	0	31
2022.11.10	107.16	112.59	104.46	111.69	30415	0	31
2022.11.11	108.98	114.73	108.82	112.93	26972	0	31
2022.11.14	111.88	116.08	111.36	114.07	26548	0	31
2022.11.15	116.53	118.58	114.27	116.58	25393	0	31
2022.11.16	115.14	115.85	112.50	113.16	19044	0	31
2022.11.17	110.04	112.14	109.71	111.14	18393	0	31
2022.11.18	111.13	114.14	109.97	111.66	20241	0	31
2022.11.21	110.86	112.20	109.01	109.90	17079	0	31
2022.11.22	109.20	111.19	108.14	111.13	16628	0	31
2022.11.23	111.51	112.50	110.54	111.79	18778	0	31
2022.11.25	110.97	112.50	110.89	111.23	7195	0	31
2022.11.28	111.01	111.86	108.23	108.74	14040	0	31
2022.11.29	109.18	110.75	108.35	109.21	18211	0	31
2022.11.30	109.71	117.65	109.42	117.51	28103	0	31
2022.12.01	118.50	121.03	118.17	120.52	21541	0	31
2022.12.02	118.16	123.83	118.16	122.99	19857	0	31
2022.12.05	121.97	124.48	121.15	122.14	17367	0	31
2022.12.06	120.02	120.33	113.55	113.96	22015	0	31
2022.12.07	113.11	115.70	112.70	113.56	19799	0	31
2022.12.08	116.58	117.13	114.36	115.00	18117	0	31
2022.12.09	114.78	117.37	113.65	115.81	20724	0	31
2022.12.12	115.28	115.54	112.94	114.31	17347	0	31
2022.12.13	121.15	123.13	118.44	120.41	27069	0	31
2022.12.14	119.83	123.97	119.22	121.62	24603	0	31
2022.12.15	117.70	118.45	113.86	115.35	19422	0	31
2022.12.16	120.10	123.15	118.66	119.15	24245	0	31
2022.12.19	116.92	117.61	114.18	114.39	18363	0	31
2022.12.20	113.22	117.16	112.33	116.94	20636	0	31
2022.12.21	115.81	120.18	115.54	119.57	15797	0	31
2022.12.22	117.89	118.42	114.22	116.96	20307	0	31
2022.12.23	116.36	118.01	115.35	117.85	18902	0	30
2022.12.27	117.62	118.43	115.88	116.66	18094	0	31
2022.12.28	116.59	117.97	115.35	115.45	21908	0	31
2022.12.29	116.59	120.86	115.58	120.33	21114	0	31
2022.12.30	117.69	119.99	117.63	119.97	19028	0	31
2023.01.03	123.77	126.19	122.09	124.53	20871	0	23
2023.01.04	127.38	128.87	125.68	126.75	29869	0	31
2023.01.05	125.57	128.36	124.35	126.61	25627	0	31
2023.01.06	128.33	130.17	125.85	129.73	20831	0	31
2023.01.09	131.43	132.77	129.10	129.19	16991	0	31
2023.01.10	127.83	133.26	127.83	132.31	19108	0	31
2023.01.11	131.24	133.64	130.09	132.65	17816	0	31
2023.01.12	133.53	137.51	131.52	136.50	23381	0	31
2023.01.13	135.07	137.23	134.86	136.80	18707	0	31
2023.01.17	136.48	136.54	134.10	135.09	19377	0	31
2023.01.18	135.91	137.08	132.66	133.09	28071	0	31
2023.01.19	132.60	137.28	132.40	136.09	21220	0	31
2023.01.20	136.03	139.78	134.39	139.26	19112	0	31
2023.01.23	139.50	143.53	138.48	143.46	18509	0	31
2023.01.24	141.63	144.81	141.06	142.91	24945	0	31
2023.01.25	141.79	143.00	140.13	141.31	21015	0	31
2023.01.26	144.28	147.27	143.13	147.04	19657	0	31
2023.01.27	148.71	153.00	147.15	151.57	23094	0	31
2023.01.30	149.94	150.92	146.79	146.87	26815	0	31
2023.01.31	148.34	149.66	147.32	148.65	16967	0	31
2023.02.01	148.16	153.41	146.85	152.96	23153	0	31
2023.02.02	181.87	196.93	180.01	187.98	48809	0	31
2023.02.03	184.36	196.58	184.23	187.15	35333	0	31
2023.02.06	186.08	190.53	185.09	186.15	34713	0	31
2023.02.07	185.63	193.52	184.19	192.48	37614	0	31
2023.02.08	189.19	190.63	182.63	183.35	26108	0	31
2023.02.09	185.33	186.44	177.02	178.26	36511	0	31
2023.02.10	175.99	178.71	173.17	173.91	29429	0	31
2023.02.13	177.48	180.82	175.65	178.41	30575	0	31
2023.02.14	176.52	181.30	175.62	179.25	41346	0	31
2023.02.15	176.87	177.99	175.10	176.16	27555	0	31
2023.02.16	172.98	175.69	171.62	172.64	24008	0	31
2023.02.17	170.53	172.83	169.90	172.68	23163	0	31
2023.02.21	173.21	177.96	171.90	172.04	22986	0	31
2023.02.22	171.03	172.59	169.52	170.88	29225	0	31
2023.02.23	171.75	173.52	169.19	172.10	24781	0	31
2023.02.24	168.95	170.56	167.45	169.82	25860	0	31
2023.02.27	172.34	172.91	168.87	169.38	19915	0	31
2023.02.28	172.61	177.38	171.63	175.15	24390	0	31
2023.03.01	175.05	177.62	173.20	173.20	24012	0	31
2023.03.02	173.01	174.84	171.26	174.25	18775	0	31
2023.03.03	178.46	186.45	176.87	184.70	22167	0	31
2023.03.06	189.03	189.41	184.63	184.67	18680	0	31
2023.03.07	188.62	190.00	183.85	184.15	25606	0	31
2023.03.08	183.43	185.09	181.13	184.86	30034	0	31
2023.03.09	187.04	188.77	180.13	181.96	24840	0	27
2023.03.10	181.47	184.58	178.64	179.18	33784	0	31
2023.03.13	177.34	183.58	174.64	180.54	39183	0	31
2023.03.14	187.42	193.83	186.84	192.75	21066	0	31
2023.03.15	193.23	196.77	190.64	195.47	25632	0	31
2023.03.16	198.13	204.33	195.91	204.30	23834	0	31
2023.03.17	201.21	201.72	195.71	195.84	26085	0	31
2023.03.20	197.87	199.12	193.48	197.60	27102	0	31
2023.03.21	202.73	203.20	197.83	202.34	24941	0	31
2023.03.22	202.65	207.13	200.40	200.52	28014	0	31
2023.03.23	202.94	207.66	201.95	204.54	30259	0	31
2023.03.24	205.44	207.36	203.39	205.74	29257	0	31
2023.03.27	204.75	205.63	201.14	202.93	24316	0	31
2023.03.28	199.77	200.58	197.72	200.49	20124	0	31
2023.03.29	203.26	205.53	202.32	205.20	17756	0	31
2023.03.30	203.39	207.91	203.35	207.61	20507	0	31
2023.03.31	207.41	211.41	207.37	211.29	18856	0	31
2023.04.03	208.60	213.15	208.01	213.00	21639	0	31
2023.04.04	213.08	216.06	212.36	214.18	20984	0	31
2023.04.05	213.77	214.99	209.78	211.37	18688	0	31
2023.04.06	209.28	216.78	208.50	215.77	19060	0	31
2023.04.10	213.48	215.51	210.48	214.55	15296	0	31
2023.04.11	215.38	215.81	213.23	213.56	12383	0	31
2023.04.12	214.53	216.68	212.40	214.41	15412	0	31
2023.04.13	216.00	220.96	215.96	219.51	16006	0	31
2023.04.14	217.82	221.92	217.35	221.10	20222	0	31
2023.04.17	219.88	220.78	216.96	219.49	17752	0	31
2023.04.18	220.03	220.04	216.01	217.89	13938	0	31
2023.04.19	213.41	217.17	212.82	215.55	16111	0	31
2023.04.20	213.04	216.58	212.70	213.02	15326	0	31
2023.04.21	210.76	213.22	209.57	212.51	18613	0	31
2023.04.24	212.36	213.72	210.52	212.57	15917	0	31
2023.04.25	210.18	211.08	207.09	207.20	17695	0	31
2023.04.26	211.59	213.93	208.68	209.43	18973	0	31
2023.04.27	237.95	241.52	236.59	238.03	23868	0	31
2023.04.28	238.25	240.27	235.57	239.11	23140	0	31
2023.05.01	239.05	243.76	236.29	243.74	18460	0	31
2023.05.02	242.95	244.69	238.79	239.57	17761	0	31
2023.05.03	239.38	241.57	232.46	237.12	24648	0	31
2023.05.04	235.55	238.03	232.74	233.42	24457	0	31
2023.05.05	230.71	234.46	229.67	233.10	15511	0	31
2023.05.08	230.72	235.43	230.01	233.39	15004	0	31
2023.05.09	231.27	235.70	231.09	233.22	11749	0	31
2023.05.10	235.86	236.51	230.55	232.74	14881	0	31
2023.05.11	233.91	238.04	232.15	235.89	16129	0	31
2023.05.12	236.03	236.73	231.26	233.38	13699	0	31
2023.05.15	237.15	240.08	235.13	238.68	16410	0	31
2023.05.16	236.13	239.45	235.85	238.51	15527	0	31
2023.05.17	239.19	243.67	237.96	242.61	15877	0	30
2023.05.18	241.78	246.88	241.39	246.59	17604	0	31
2023.05.19	246.92	248.47	243.23	245.46	18618	0	31
2023.05.22	245.99	253.32	245.93	247.99	15884	0	31
2023.05.23	247.60	251.41	246.55	246.81	17241	0	31
2023.05.24	245.11	249.39	245.05	248.91	12039	0	31
2023.05.25	253.58	255.45	248.99	253.03	17192	0	31
2023.05.26	252.68	262.14	252.63	261.78	16073	0	31
