DATE,^SPX_CLOSE,^SPX_VOLUME,^DJI_CLOSE,^DJI_VOLUME,META_CLOSE,META_VOLUME,GPRD,FEARANDGREED
2020-11-11,3572.659912109375,4635560000,29397.630859375,376700000,276.4800109863281,14957000,97.92937469482422,50.0
2020-11-12,3537.010009765625,4909660000,29080.169921875,369320000,275.0799865722656,12899500,52.86012268066406,50.0
2020-11-13,3585.14990234375,4719580000,29479.810546875,348810000,276.95001220703125,10391200,69.1920166015625,50.0
2020-11-16,3626.909912109375,5295510000,29950.439453125,418290000,278.9599914550781,12970400,70.595703125,50.0
2020-11-17,3609.530029296875,4812180000,29783.349609375,372380000,275.0,15040300,45.81698226928711,50.0
2020-11-18,3567.7900390625,5284810000,29438.419921875,382850000,271.9700012207031,12152900,109.74150848388672,50.0
2020-11-19,3581.8701171875,4363370000,29483.23046875,331330000,272.94000244140625,12963700,49.04205322265625,50.0
2020-11-20,3557.5400390625,4236370000,29263.48046875,305350000,269.70001220703125,18114700,94.15567016601562,50.0
2020-11-23,3577.590087890625,5057550000,29591.26953125,387200000,268.42999267578125,20990800,36.7552604675293,50.0
2020-11-24,3635.409912109375,6280290000,30046.240234375,432760000,276.9200134277344,16930400,104.29373168945312,50.0
2020-11-25,3629.64990234375,4910440000,29872.470703125,323030000,275.5899963378906,12467000,23.360843658447266,50.0
2020-11-27,3638.35009765625,2778390000,29910.369140625,177040000,277.80999755859375,7808400,70.37321472167969,50.0
2020-11-30,3621.6298828125,6308410000,29638.640625,551350000,276.9700012207031,16693300,46.802371978759766,50.0
2020-12-01,3662.449951171875,5418480000,29823.919921875,429510000,286.54998779296875,20738900,129.65858459472656,50.0
2020-12-02,3669.010009765625,5041250000,29883.7890625,385280000,287.5199890136719,17361600,92.27208709716797,50.0
2020-12-03,3666.719970703125,5065340000,29969.51953125,405680000,281.8500061035156,12921700,67.78787994384766,50.0
2020-12-04,3699.1201171875,5099620000,30218.259765625,356590000,279.70001220703125,10880300,38.66810607910156,50.0
2020-12-07,3691.9599609375,4804500000,30069.7890625,365810000,285.5799865722656,13007700,55.042667388916016,50.0
2020-12-08,3702.25,4584390000,30173.880859375,311190000,283.3999938964844,10747700,78.9751205444336,50.0
2020-12-09,3672.820068359375,5232800000,30068.810546875,380520000,277.9200134277344,25189700,62.7380256652832,50.0
2020-12-10,3668.10009765625,4658480000,29999.259765625,325550000,277.1199951171875,20065100,95.42375946044922,50.0
2020-12-11,3663.4599609375,4375470000,30046.369140625,393870000,273.54998779296875,14391400,42.853397369384766,50.0
2020-12-14,3647.489990234375,4623850000,29861.55078125,371980000,274.19000244140625,16376900,29.79821014404297,50.0
2020-12-15,3694.6201171875,4387080000,30199.310546875,417770000,275.54998779296875,23979500,89.52886199951172,50.0
2020-12-16,3701.169921875,4067040000,30154.5390625,344590000,275.6700134277344,15885000,52.51097869873047,50.0
2020-12-17,3722.47998046875,4192810000,30303.369140625,345530000,274.4800109863281,16377800,93.12439727783203,50.0
2020-12-18,3709.409912109375,7097100000,30179.05078125,782070000,276.3999938964844,26693200,79.99098205566406,50.0
2020-12-21,3694.919921875,4748580000,30216.44921875,437480000,272.7900085449219,16553700,91.1224136352539,50.0
2020-12-22,3687.260009765625,4053310000,30015.509765625,388810000,267.0899963378906,17312900,62.6832275390625,50.0
2020-12-23,3690.010009765625,3779160000,30129.830078125,274050000,268.1099853515625,14329000,68.60346984863281,50.0
2020-12-24,3703.06005859375,1883780000,30199.869140625,145570000,267.3999938964844,6702000,54.99793243408203,50.0
2020-12-28,3735.360107421875,3535460000,30403.970703125,302490000,277.0,23299700,41.40709686279297,50.0
2020-12-29,3727.0400390625,3393290000,30335.669921875,357610000,276.7799987792969,16383000,69.01182556152344,50.0
2020-12-30,3732.0400390625,3154850000,30409.560546875,291890000,271.8699951171875,11803800,59.15299606323242,50.0
2020-12-31,3756.070068359375,3179040000,30606.48046875,284470000,273.1600036621094,12900400,80.7943344116211,50.0
2021-01-04,3700.64990234375,5015000000,30223.890625,475080000,268.94000244140625,15106100,99.32736206054688,50.0
2021-01-05,3726.860107421875,4591020000,30391.599609375,350910000,270.9700012207031,9871600,121.8519515991211,50.0
2021-01-06,3748.139892578125,6064110000,30829.400390625,500430000,263.30999755859375,24354100,106.57054138183594,50.0
2021-01-07,3803.7900390625,5099160000,31041.130859375,427810000,268.739990234375,15789800,54.23599624633789,50.0
2021-01-08,3824.679931640625,4773040000,31097.970703125,381150000,267.57000732421875,18528300,77.7395248413086,50.0
2021-01-11,3799.610107421875,4465430000,31008.689453125,356540000,256.8399963378906,30412300,84.14276123046875,50.0
2021-01-12,3801.18994140625,4994950000,31068.689453125,362620000,251.08999633789062,26383500,169.87527465820312,50.0
2021-01-13,3809.840087890625,4602510000,31060.470703125,413250000,251.63999938964844,19528900,66.500732421875,50.0
2021-01-14,3795.5400390625,5198480000,30991.51953125,427810000,245.63999938964844,29739400,62.11064529418945,50.0
2021-01-15,3768.25,5369820000,30814.259765625,433000000,251.36000061035156,24942900,57.96993637084961,50.0
2021-01-19,3798.909912109375,5014440000,30930.51953125,386400000,261.1000061035156,28028500,66.66802978515625,50.0
2021-01-20,3851.85009765625,4566190000,31188.380859375,384980000,267.4800109863281,25199900,87.48678588867188,50.0
2021-01-21,3853.070068359375,4501760000,31176.009765625,418780000,272.8699951171875,20838700,47.43533706665039,50.0
2021-01-22,3841.469970703125,5110890000,30996.98046875,436040000,274.5,21954000,93.7134780883789,68.9
2021-01-25,3855.360107421875,7000840000,30960.0,472890000,278.010009765625,19087000,140.4451141357422,69.7
2021-01-26,3849.6201171875,6137500000,30937.0390625,373150000,282.04998779296875,19373600,50.25387191772461,67.4
2021-01-27,3750.77001953125,9976520000,30303.169921875,566470000,272.1400146484375,35346200,68.84309387207031,28.200000000000003
2021-01-28,3787.3798828125,6992770000,30603.359375,465140000,265.0,37758800,112.78604125976562,52.900000000000006
2021-01-29,3714.239990234375,6643370000,29982.619140625,536320000,258.3299865722656,30389500,63.216941833496094,40.966666666666676
2021-02-01,3773.860107421875,5436230000,30211.91015625,347060000,262.010009765625,22914300,60.04654312133789,43.400000000000006
2021-02-02,3826.31005859375,5514090000,30687.48046875,333160000,267.0799865722656,17320800,192.34263610839844,60.46666666666667
2021-02-03,3830.169921875,4864870000,30723.599609375,305590000,266.6499938964844,14223400,69.92227935791016,59.199999999999996
2021-02-04,3871.739990234375,4879240000,31055.859375,338330000,266.489990234375,16060000,78.18482208251953,61.06666666666667
2021-02-05,3886.830078125,4879470000,31148.240234375,293550000,268.1000061035156,12454400,106.44497680664062,68.0
2021-02-08,3915.590087890625,4648360000,31385.759765625,322250000,266.5799865722656,13755200,72.8036880493164,72.86666666666667
2021-02-09,3911.22998046875,4568320000,31375.830078125,308210000,269.45001220703125,14613400,61.26280975341797,75.4
2021-02-10,3909.8798828125,4837070000,31437.80078125,326450000,271.8699951171875,14687200,74.92713165283203,75.26666666666667
2021-02-11,3916.3798828125,4590960000,31430.69921875,280320000,270.3900146484375,12828600,63.45914840698242,76.0
2021-02-12,3934.830078125,4135060000,31458.400390625,263090000,270.5,9097600,73.32506561279297,77.66666666666667
2021-02-16,3932.590087890625,5058990000,31522.75,329210000,273.9700012207031,15417200,91.76087188720703,73.93333333333334
2021-02-17,3931.330078125,4730650000,31613.01953125,343510000,273.57000732421875,12763200,104.36856842041016,70.2
2021-02-18,3913.969970703125,4793650000,31493.33984375,325990000,269.3900146484375,15249100,33.67285919189453,62.53333333333334
2021-02-19,3906.7099609375,4845320000,31494.3203125,353070000,261.55999755859375,25622600,85.1559829711914,56.239999999999995
2021-02-22,3876.5,5917100000,31521.689453125,387210000,260.3299865722656,17434900,71.28911590576172,52.48
2021-02-23,3881.3701171875,6296610000,31537.349609375,460410000,265.8599853515625,21924600,97.42845916748047,50.56
2021-02-24,3925.429931640625,6012790000,31961.859375,410150000,264.30999755859375,15736100,77.84101867675781,63.8
2021-02-25,3829.340087890625,6547470000,31402.009765625,454110000,254.69000244140625,19053100,46.18281936645508,46.160000000000004
2021-02-26,3811.14990234375,6526070000,30932.369140625,532250000,257.6199951171875,26619500,121.14055633544922,53.52
2021-03-01,3901.820068359375,5114820000,31535.509765625,385670000,264.9100036621094,22157300,96.29557800292969,58.52
2021-03-02,3870.2900390625,5536010000,31391.51953125,337270000,259.0,15191700,137.46934509277344,50.32000000000001
2021-03-03,3819.719970703125,6173660000,31270.08984375,409660000,255.41000366210938,15513500,154.58648681640625,43.84
2021-03-04,3768.469970703125,7195400000,30924.140625,537850000,257.6400146484375,31626500,88.44233703613281,37.8
2021-03-05,3841.93994140625,6851070000,31496.30078125,501810000,264.2799987792969,26820100,88.98228454589844,41.52
2021-03-08,3821.35009765625,5871710000,31802.439453125,496980000,255.30999755859375,18391800,60.39744567871094,39.08
2021-03-09,3875.43994140625,5513560000,31832.740234375,458690000,265.739990234375,22039700,22.26188087463379,43.36
2021-03-10,3898.81005859375,5847380000,32297.01953125,409110000,264.8999938964844,14210300,57.34138107299805,45.56
2021-03-11,3939.340087890625,5312880000,32485.58984375,400020000,273.8800048828125,21834000,70.38656616210938,50.480000000000004
2021-03-12,3943.340087890625,4476280000,32778.640625,346400000,268.3999938964844,20600200,49.37989044189453,53.720000000000006
2021-03-15,3968.93994140625,4900100000,32953.4609375,360080000,273.75,16844800,111.60258483886719,56.52
2021-03-16,3962.7099609375,4613080000,32825.94921875,386370000,279.2799987792969,22437700,108.84150695800781,54.8
2021-03-17,3974.1201171875,4561660000,33015.37109375,391200000,284.010009765625,21315000,93.311767578125,57.86666666666667
2021-03-18,3915.4599609375,5118590000,32862.30078125,418480000,278.6199951171875,18728300,134.94033813476562,52.333333333333336
2021-03-19,3913.10009765625,7757420000,32627.970703125,811890000,290.1099853515625,38930500,42.853397369384766,50.833333333333336
2021-03-22,3940.590087890625,4316260000,32731.19921875,383500000,293.5400085449219,28273100,119.15711212158203,50.699999999999996
2021-03-23,3910.52001953125,4669010000,32423.150390625,385840000,290.6300048828125,23000900,99.4635238647461,41.800000000000004
2021-03-24,3889.139892578125,4783020000,32420.060546875,399390000,282.1400146484375,18675000,76.4438705444336,37.66666666666667
2021-03-25,3909.52001953125,4948340000,32619.48046875,411990000,278.739990234375,24505600,63.78499984741211,37.833333333333336
2021-03-26,3974.5400390625,5483160000,33072.87890625,382170000,283.0199890136719,17629200,69.7814712524414,37.56666666666667
2021-03-29,3971.090087890625,4628180000,33171.37109375,351610000,290.82000732421875,21718800,123.23540496826172,39.56666666666667
2021-03-30,3958.550048828125,4121510000,33066.9609375,307510000,288.0,17474500,95.42375946044922,42.03333333333334
2021-03-31,3972.889892578125,4578050000,32981.55078125,414140000,294.5299987792969,19498200,76.34598541259766,44.56666666666667
2021-04-01,4019.8701171875,4162130000,33153.2109375,311880000,298.6600036621094,17616000,67.69552612304688,46.400000000000006
2021-04-05,4077.909912109375,4005030000,33527.19140625,344270000,308.9100036621094,28237000,74.55940246582031,54.56666666666667
2021-04-06,4073.93994140625,4081270000,33430.23828125,297940000,306.260009765625,17335200,92.78900909423828,53.5
2021-04-07,4079.949951171875,4120810000,33446.26171875,273440000,313.0899963378906,22855200,113.79048919677734,52.53333333333333
2021-04-08,4097.169921875,3907100000,33503.5703125,304040000,313.0199890136719,20894100,32.52170181274414,48.099999999999994
2021-04-09,4128.7998046875,3640390000,33800.6015625,316410000,312.4599914550781,15988600,48.00822830200195,47.5
2021-04-12,4127.990234375,3588900000,33745.3984375,327370000,311.5400085449219,10881900,100.38084411621094,43.43333333333334
2021-04-13,4141.58984375,3734720000,33677.26953125,324480000,309.760009765625,14036900,95.29304504394531,43.63333333333333
2021-04-14,4124.66015625,3985350000,33730.890625,315330000,302.82000732421875,17421400,186.30352783203125,39.96666666666667
2021-04-15,4170.419921875,4033420000,34035.98828125,319680000,307.82000732421875,14558300,103.25959777832031,47.16666666666668
2021-04-16,4185.47021484375,4163820000,34200.671875,343760000,306.17999267578125,13059200,95.03267669677734,51.300000000000004
2021-04-19,4163.259765625,3810290000,34077.62890625,312540000,302.239990234375,14553500,110.41893005371094,45.26666666666667
2021-04-20,4134.93994140625,4342650000,33821.30078125,350960000,302.6499938964844,16796400,125.26516723632812,42.866666666666674
2021-04-21,4173.419921875,3887250000,34137.30859375,290300000,301.4700012207031,14863500,166.30258178710938,49.63333333333333
2021-04-22,4134.97998046875,4245140000,33815.8984375,344470000,296.5199890136719,16375400,113.77379608154297,46.70000000000001
2021-04-23,4180.169921875,3569880000,34043.48828125,346380000,301.1300048828125,17536800,146.73118591308594,47.699999999999996
2021-04-26,4187.6201171875,3748320000,33981.5703125,279300000,303.0400085449219,16172600,54.46673583984375,50.53333333333334
2021-04-27,4186.72021484375,3710700000,33984.9296875,289030000,303.57000732421875,15309300,131.65333557128906,54.800000000000004
2021-04-28,4183.18017578125,3787360000,33820.37890625,335820000,307.1000061035156,33907200,50.063995361328125,52.400000000000006
2021-04-29,4211.47021484375,4298680000,34060.359375,408450000,329.510009765625,56526800,47.383934020996094,56.166666666666664
2021-04-30,4181.169921875,4300880000,33874.8515625,374890000,325.0799865722656,26332400,36.4018440246582,46.53333333333333
2021-05-03,4192.66015625,4070220000,34113.23046875,289770000,322.5799865722656,18719500,97.42845916748047,47.56666666666667
2021-05-04,4164.66015625,4452460000,34133.03125,407860000,318.3599853515625,24032600,93.87843322753906,43.46666666666667
2021-05-05,4167.58984375,4230920000,34230.33984375,253180000,315.0199890136719,15577600,60.385345458984375,43.03333333333333
2021-05-06,4201.6201171875,4511000000,34548.53125,315430000,320.0199890136719,19012200,76.30575561523438,43.93333333333334
2021-05-07,4232.60009765625,4016080000,34777.76171875,303400000,319.0799865722656,15916700,55.92646408081055,48.166666666666664
2021-05-10,4188.43017578125,4560700000,34742.8203125,361620000,305.9700012207031,24239200,49.002479553222656,44.93333333333334
2021-05-11,4152.10009765625,4870710000,34269.16015625,413180000,306.5299987792969,18920100,101.1806869506836,42.03333333333334
2021-05-12,4063.0400390625,4733070000,33587.66015625,381350000,302.54998779296875,24645500,63.2974739074707,26.766666666666666
2021-05-13,4112.5,4779540000,34021.44921875,350820000,305.260009765625,18079200,140.43304443359375,34.433333333333344
2021-05-14,4173.85009765625,4008880000,34382.12890625,303230000,315.94000244140625,19245700,115.36304473876953,35.99999999999999
2021-05-17,4163.2900390625,4125050000,34327.7890625,291910000,315.4599914550781,15401300,92.1579818725586,36.36666666666667
2021-05-18,4127.830078125,4398150000,34060.66015625,289590000,309.9599914550781,14522400,98.58832550048828,34.03333333333334
2021-05-19,4115.68017578125,4247450000,33896.0390625,348480000,313.5899963378906,19106200,158.9622344970703,32.333333333333336
2021-05-20,4159.1201171875,3978880000,34084.1484375,320150000,318.6099853515625,17320200,125.85060119628906,32.300000000000004
2021-05-21,4155.85986328125,3995250000,34207.83984375,306360000,316.2300109863281,13600900,165.85250854492188,29.433333333333334
2021-05-24,4197.0498046875,3684800000,34393.98046875,251010000,324.6300048828125,16445400,138.4081268310547,29.5
2021-05-25,4188.1298828125,4182250000,34312.4609375,285760000,327.7900085449219,16437000,170.94143676757812,26.66666666666667
2021-05-26,4195.990234375,4420890000,34323.05078125,258780000,327.6600036621094,9686900,176.6128387451172,28.133333333333336
2021-05-27,4200.8798828125,6406310000,34464.640625,520630000,332.75,20477700,133.3360595703125,30.3
2021-05-28,4204.10986328125,4649250000,34529.44921875,290850000,328.7300109863281,12037400,140.02928161621094,31.566666666666666
2021-06-01,4202.0400390625,5074670000,34575.30859375,287700000,329.1300048828125,11765900,65.87492370605469,35.4
2021-06-02,4208.1201171875,5833670000,34600.37890625,263810000,329.1499938964844,11654300,68.72547149658203,42.13333333333333
2021-06-03,4192.85009765625,5587970000,34577.0390625,297380000,326.0400085449219,12610800,60.072471618652344,40.800000000000004
2021-06-04,4229.89013671875,4139790000,34756.390625,270050000,330.3500061035156,13289400,79.60777282714844,41.9
2021-06-07,4226.52001953125,4476920000,34630.23828125,259120000,336.5799865722656,20136700,54.304386138916016,44.46666666666667
2021-06-08,4227.259765625,4659620000,34599.8203125,289440000,333.67999267578125,14580500,59.727294921875,46.46666666666667
2021-06-09,4219.5498046875,4713260000,34447.140625,245100000,330.25,13727900,93.24922180175781,48.53333333333333
2021-06-10,4239.18017578125,4408210000,34466.23828125,309310000,332.4599914550781,13240200,85.51465606689453,48.9
2021-06-11,4247.43994140625,3815010000,34479.6015625,260840000,331.260009765625,13587900,131.48475646972656,51.23333333333334
2021-06-14,4255.14990234375,4151200000,34393.75,295530000,336.7699890136719,12250800,29.358060836791992,54.166666666666664
2021-06-15,4246.58984375,4048940000,34299.328125,272430000,336.75,15795200,73.5105209350586,52.666666666666664
2021-06-16,4223.7001953125,4538350000,34033.671875,347150000,331.0799865722656,17232200,144.7877197265625,44.800000000000004
2021-06-17,4221.85986328125,5312680000,33823.44921875,354690000,336.510009765625,17794100,138.02365112304688,42.03333333333334
2021-06-18,4166.4501953125,6817010000,33290.078125,563920000,329.6600036621094,23039500,84.50428009033203,31.600000000000005
2021-06-21,4224.7900390625,4128950000,33876.96875,317260000,332.2900085449219,11337500,94.50267791748047,32.46666666666666
2021-06-22,4246.43994140625,3828390000,33945.578125,284130000,339.0299987792969,15345300,170.60433959960938,32.800000000000004
2021-06-23,4241.83984375,3730350000,33874.23828125,255280000,340.5899963378906,14817800,41.51087188720703,33.26666666666667
2021-06-24,4266.490234375,3816660000,34196.8203125,275870000,343.17999267578125,12329100,76.66112518310547,36.9
2021-06-25,4280.7001953125,7341450000,34433.83984375,432550000,341.3699951171875,14594400,54.78801345825195,41.63333333333333
2021-06-28,4290.60986328125,4147890000,34283.26953125,280280000,355.6400146484375,29156100,97.29219818115234,41.43333333333334
2021-06-29,4291.7998046875,3707150000,34292.2890625,282360000,351.8900146484375,21417300,95.68627166748047,39.833333333333336
2021-06-30,4297.5,4266040000,34502.51171875,295560000,347.7099914550781,15107500,43.81703186035156,38.00000000000001
2021-07-01,4319.93994140625,3788230000,34633.53125,268280000,354.3900146484375,17137000,64.11421203613281,38.666666666666664
2021-07-02,4352.33984375,3225840000,34786.3515625,301860000,354.70001220703125,11521300,78.9751205444336,38.66666666666667
2021-07-06,4343.5400390625,4309570000,34577.37109375,348430000,352.7799987792969,13488500,63.3285026550293,33.300000000000004
2021-07-07,4358.1298828125,4037380000,34681.7890625,302700000,350.489990234375,14218900,34.77761459350586,33.1
2021-07-08,4320.81982421875,4347500000,34421.9296875,335690000,345.6499938964844,14406500,37.85791778564453,26.96666666666667
2021-07-09,4369.5498046875,3531120000,34870.16015625,301750000,350.4200134277344,13018700,32.35719299316406,31.000000000000004
2021-07-12,4384.6298828125,3384460000,34996.1796875,294800000,353.1600036621094,10018600,69.73827362060547,31.7
2021-07-13,4369.2099609375,3695430000,34888.7890625,322430000,352.0899963378906,11456000,77.247802734375,31.266666666666666
2021-07-14,4374.2998046875,4006370000,34933.23046875,344340000,347.6300048828125,13894200,56.218509674072266,29.533333333333335
2021-07-15,4360.02978515625,3905230000,34987.01953125,320450000,344.4599914550781,14781600,104.51173400878906,27.33333333333334
2021-07-16,4327.16015625,3985700000,34687.8515625,322980000,341.1600036621094,11026100,70.38033294677734,26.900000000000002
2021-07-19,4258.490234375,5157660000,33962.0390625,440440000,336.95001220703125,14372300,50.573551177978516,8.983333333333334
2021-07-20,4323.06005859375,4438270000,34511.98828125,387020000,341.6600036621094,11024300,37.430145263671875,20.066666666666666
2021-07-21,4358.68994140625,3810280000,34798.0,317090000,346.2300109863281,9279700,49.915401458740234,24.2
2021-07-22,4367.47998046875,3358300000,34823.3515625,291610000,351.19000244140625,12385400,95.29304504394531,24.333333333333332
2021-07-23,4411.7900390625,4540070000,35061.55078125,314040000,369.7900085449219,33694300,91.7940444946289,28.299999999999997
2021-07-26,4422.2998046875,4275630000,35144.30859375,259790000,372.4599914550781,14925200,59.15299606323242,30.900000000000002
2021-07-27,4401.4599609375,4241950000,35058.51953125,326610000,367.80999755859375,15705400,79.20344543457031,27.166666666666668
2021-07-28,4400.64013671875,4215290000,34930.9296875,347170000,373.2799987792969,29676900,53.2962646484375,27.46666666666667
2021-07-29,4419.14990234375,4044600000,35084.53125,222680000,358.32000732421875,33413200,30.91729736328125,29.233333333333334
2021-07-30,4395.259765625,3956740000,34935.46875,276410000,356.29998779296875,15976200,80.90396118164062,25.76666666666667
2021-08-02,4387.16015625,3724090000,34838.16015625,238620000,351.95001220703125,13180400,111.9454574584961,25.099999999999998
2021-08-03,4423.14990234375,3965190000,35116.3984375,259820000,351.239990234375,12406100,50.82042694091797,29.533333333333335
2021-08-04,4402.66015625,4260760000,34792.671875,245300000,358.9200134277344,14180600,89.99213409423828,28.633333333333336
2021-08-05,4429.10009765625,3769410000,35064.25,216580000,362.9700012207031,10247200,99.66178131103516,29.633333333333336
2021-08-06,4436.52001953125,3451870000,35208.51171875,231570000,363.510009765625,8925000,63.62165832519531,31.866666666666664
2021-08-09,4432.35009765625,3449280000,35101.8515625,207850000,361.6099853515625,7798900,42.60537338256836,32.06666666666667
2021-08-10,4436.75,3886610000,35264.671875,255040000,361.1300048828125,7469900,103.37091064453125,34.833333333333336
2021-08-11,4442.41015625,3532560000,35484.96875,232800000,359.9599914550781,8400300,71.90812683105469,37.93333333333334
2021-08-12,4460.830078125,3375310000,35499.8515625,231600000,362.6499938964844,7170700,76.1509780883789,43.13333333333333
2021-08-13,4468.0,3016470000,35515.37890625,236790000,363.17999267578125,7195700,95.29304504394531,47.13333333333333
2021-08-16,4479.7099609375,3370640000,35625.3984375,292590000,366.55999755859375,11222100,127.20260620117188,44.866666666666674
2021-08-17,4448.080078125,3836960000,35343.28125,309410000,358.45001220703125,12328700,157.74131774902344,31.7
2021-08-18,4400.27001953125,3755590000,34960.69140625,289800000,355.45001220703125,10042400,83.16069793701172,18.2
2021-08-19,4405.7998046875,4398410000,34894.12109375,333550000,355.1199951171875,12004500,49.64338684082031,14.883333333333335
2021-08-20,4441.669921875,3652610000,35120.078125,269320000,359.3699951171875,8697700,68.60346984863281,23.86666666666667
2021-08-23,4479.52978515625,3576530000,35335.7109375,245760000,363.3500061035156,10942000,189.92799377441406,30.433333333333334
2021-08-24,4486.22998046875,3979220000,35366.26171875,228710000,365.510009765625,9235100,133.26422119140625,34.4
2021-08-25,4496.18994140625,3444700000,35405.5,237230000,368.3900146484375,9684500,47.52607727050781,36.03333333333333
2021-08-26,4470.0,3263980000,35213.12109375,239740000,364.3800048828125,7888700,114.39083099365234,36.833333333333336
2021-08-27,4509.3701171875,3331200000,35455.80078125,240990000,372.6300048828125,11219100,103.81266021728516,47.46666666666667
2021-08-30,4528.7900390625,3168660000,35399.83984375,245390000,380.6600036621094,13547300,107.77188873291016,47.86666666666667
2021-08-31,4522.68017578125,4290710000,35360.73046875,337240000,379.3800048828125,12345400,203.01235961914062,47.23333333333333
2021-09-01,4524.08984375,4057340000,35312.53125,265520000,382.04998779296875,11567200,80.03519439697266,43.13333333333333
2021-09-02,4536.9501953125,3735990000,35443.8203125,263370000,375.2799987792969,14832900,106.2608871459961,44.166666666666664
2021-09-03,4535.43017578125,3217530000,35369.08984375,221370000,376.260009765625,7509600,98.69049072265625,44.06666666666666
2021-09-07,4520.02978515625,3822960000,35100.0,289830000,382.17999267578125,10793800,117.78018951416016,41.7
